lab	url	taxa	award	notes	donors-array	lot_id	source	status	dbxrefs-array	accession	age_units	product_id	collections-array	date_obtained-date	disease_terms-array	biosample_term	lower_bound_age-number	starting_amount-number	upper_bound_age-number	submitter_comment	starting_amount_units	nih_institutional_certification
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM024ZZZ	year	GR000025	ENCODE	2/26/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1466
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM025ZZZ	year	GR000026	ENCODE	2/27/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1467
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM026ZZZ	year	GR000027	ENCODE	2/28/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1468
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM027ZZZ	year	GR000028	ENCODE	3/1/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1469
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM028ZZZ	year	GR000029	ENCODE	3/2/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1470
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM029ZZZ	year	GR000030	ENCODE	3/3/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1471
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM030ZZZ	year	GR000031	ENCODE	3/4/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1472
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM031ZZZ	year	GR000032	ENCODE	3/5/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1473
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM032ZZZ	year	GR000033	ENCODE	3/6/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1474
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM033ZZZ	year	GR000034	ENCODE	3/7/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1475
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM034ZZZ	year	GR000035	ENCODE	3/8/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1476
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM035ZZZ	year	GR000036	ENCODE	3/9/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1477
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM036ZZZ	year	GR000037	ENCODE	3/10/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1478
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM037ZZZ	year	GR000038	ENCODE	3/11/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1479
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM038ZZZ	year	GR000039	ENCODE	3/12/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1480
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM039ZZZ	year	GR000040	ENCODE	3/13/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1481
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM040ZZZ	year	GR000041	ENCODE	3/14/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1482
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM041ZZZ	year	GR000042	ENCODE	3/15/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1483
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM042ZZZ	year	GR000043	ENCODE	3/16/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1484
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM043ZZZ	year	GR000044	ENCODE	3/17/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1485
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM044ZZZ	year	GR000045	ENCODE	3/18/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1486
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM045ZZZ	year	GR000046	ENCODE	3/19/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1487
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM046ZZZ	year	GR000047	ENCODE	3/20/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1488
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM047ZZZ	year	GR000048	ENCODE	3/21/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1489
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM048ZZZ	year	GR000049	ENCODE	3/22/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1490
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM049ZZZ	year	GR000050	ENCODE	3/23/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1491
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM050ZZZ	year	GR000051	ENCODE	3/24/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1492
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM051ZZZ	year	GR000052	ENCODE	3/25/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1493
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM052ZZZ	year	GR000053	ENCODE	3/26/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1494
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM053ZZZ	year	GR000054	ENCODE	3/27/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1495
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM054ZZZ	year	GR000055	ENCODE	3/28/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1496
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM055ZZZ	year	GR000056	ENCODE	3/29/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1497
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM056ZZZ	year	GR000057	ENCODE	3/30/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1498
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM057ZZZ	year	GR000058	ENCODE	3/31/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1499
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM058ZZZ	year	GR000059	ENCODE	4/1/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1500
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM059ZZZ	year	GR000060	ENCODE	4/2/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1501
/labs/j-michael-cherry/	https://www.genome.gov/Funded-Programs-Projects/Impact-of-Genomic-Variation-on-Function-Consortium	Homo sapiens	/awards/HG012012/	This is a note.	/human-donors/IGVFDO645ZWY/	R00001	/labs/j-michael-cherry/	released	GEO:SAMN1	IGVFSM060ZZZ	year	GR000061	ENCODE	4/3/22	/phenotype-terms/DOID_7148/	/sample-terms/EFO_0002067	40	5	40	The submitter had very little to say.	mg	NICHD1502
